fvcmean_id,region_id,region_name,year,fvc_mean
0133,533400,迪庆藏族自治州,2021,0.7026
0134,532500,红河哈尼族彝族自治州,2021,0.7684
0135,530100,昆明市,2021,0.7079
0136,530700,丽江市,2021,0.7353
0137,530900,临沧市,2021,0.7925
0138,533300,怒江傈僳族自治州,2021,0.8031
0139,530800,普洱市,2021,0.8178
0140,530300,曲靖市,2021,0.7761
0141,532600,文山壮族苗族自治州,2021,0.8164
0142,532800,西双版纳傣族自治州,2021,0.8418
0143,530400,玉溪市,2021,0.6993
0144,530600,昭通市,2021,0.8541
0145,530500,保山市,2022,0.782
0146,532300,楚雄彝族自治州,2022,0.6981
0147,532900,大理白族自治州,2022,0.7193
0148,533100,德宏傣族景颇族自治州,2022,0.8258
0149,533400,迪庆藏族自治州,2022,0.7048
0150,532500,红河哈尼族彝族自治州,2022,0.7806
0151,530100,昆明市,2022,0.6789
0152,530700,丽江市,2022,0.7347
0153,530900,临沧市,2022,0.7728
0154,533300,怒江傈僳族自治州,2022,0.8053
0155,530800,普洱市,2022,0.8211
0156,530300,曲靖市,2022,0.7592
0157,532600,文山壮族苗族自治州,2022,0.8149
0158,532800,西双版纳傣族自治州,2022,0.8535
0159,530400,玉溪市,2022,0.7061
0160,530600,昭通市,2022,0.8504
0161,530181,安宁市,2013,0.5241
0162,532924,宾川县,2013,0.447
0163,530927,沧源佤族自治县,2013,0.6205
0164,530524,昌宁县,2013,0.5905
0165,530114,呈贡区,2013,0.4087
0166,530481,澄江市,2013,0.4637
0167,532301,楚雄市,2013,0.4946
0168,530624,大关县,2013,0.8261
0169,532901,大理市,2013,0.4719
0170,532326,大姚县,2013,0.5248
0171,533422,德钦县,2013,0.4888
0172,530113,东川区,2013,0.591
0173,530426,峨山彝族自治县,2013,0.5185
0174,532930,洱源县,2013,0.5668
0175,530921,凤庆县,2013,0.5845
0176,533323,福贡县,2013,0.7034
0177,530124,富民县,2013,0.5332
0178,532628,富宁县,2013,0.7623
0179,530325,富源县,2013,0.6319
0180,532501,个旧市,2013,0.6506
0181,530926,耿马傣族佤族自治县,2013,0.6417
0182,533324,贡山独龙族怒族自治县,2013,0.6701
0183,530702,古城区,2013,0.5644
0184,530111,官渡区,2013,0.4721
0185,532627,广南县,2013,0.7182
0186,532532,河口瑶族自治县,2013,0.7108
0187,532932,鹤庆县,2013,0.4603
0188,532529,红河县,2013,0.7001
0189,530402,红塔区,2013,0.5192
0190,530424,华宁县,2013,0.5033
0191,530723,华坪县,2013,0.5277
0192,530326,会泽县,2013,0.6227
0193,532524,建水县,2013,0.5494
0194,532931,剑川县,2013,0.598
0195,530826,江城哈尼族彝族自治县,2013,0.7342
0196,530403,江川区,2013,0.3947
0197,532530,金平苗族瑶族傣族自治县,2013,0.789
0198,530115,晋宁区,2013,0.5115
0199,530823,景东彝族自治县,2013,0.6366
0200,530824,景谷傣族彝族自治县,2013,0.5914
0201,532801,景洪市,2013,0.7303
0202,532502,开远市,2013,0.5199
0203,533325,兰坪白族普米族自治县,2013,0.6592
0204,530828,澜沧拉祜族自治县,2013,0.5795
0205,533122,梁河县,2013,0.6805
0206,530902,临翔区,2013,0.6169
0207,530523,龙陵县,2013,0.6214
0208,530502,隆阳区,2013,0.5823
0209,533124,陇川县,2013,0.6658
0210,533301,泸水市,2013,0.7325
0211,532527,泸西县,2013,0.4425
0212,530621,鲁甸县,2013,0.655
0213,530322,陆良县,2013,0.4878
0214,532302,禄丰市,2013,0.5146
0215,530128,禄劝彝族苗族自治县,2013,0.5578
0216,530324,罗平县,2013,0.5197
0217,532531,绿春县,2013,0.7582
0218,532624,麻栗坡县,2013,0.693
0219,532625,马关县,2013,0.6875
0220,530304,马龙区,2013,0.5508
0221,533103,芒市,2013,0.6293
0222,532503,蒙自市,2013,0.6147
0223,532822,勐海县,2013,0.6466
0224,532823,勐腊县,2013,0.8312
0225,530827,孟连傣族拉祜族佤族自治县,2013,0.637
0226,532925,弥渡县,2013,0.4244
0227,532504,弥勒市,2013,0.4906
0228,530822,墨江哈尼族自治县,2013,0.622
0229,532323,牟定县,2013,0.4268
0230,532324,南华县,2013,0.4723
0231,532926,南涧彝族自治县,2013,0.4658
0232,530821,宁洱哈尼族彝族自治县,2013,0.6529
0233,530724,宁蒗彝族自治县,2013,0.5447
0234,530103,盘龙区,2013,0.6079
0235,532523,屏边苗族自治县,2013,0.7367
0236,530302,麒麟区,2013,0.5166
0237,530622,巧家县,2013,0.6676
0238,532626,丘北县,2013,0.5642
0239,533102,瑞丽市,2013,0.6257
0240,530323,师宗县,2013,0.5756
0241,530521,施甸县,2013,0.5169
0242,530126,石林彝族自治县,2013,0.4503
0243,532525,石屏县,2013,0.5685
0244,532322,双柏县,2013,0.5243
0245,530925,双江拉祜族佤族布朗族傣族自治县,2013,0.5894
0246,530681,水富市,2013,0.7831
0247,530802,思茅区,2013,0.5527
0248,530127,嵩明县,2013,0.5328
0249,530626,绥江县,2013,0.7604
0250,530581,腾冲市,2013,0.698
0251,530423,通海县,2013,0.4796
0252,530629,威信县,2013,0.8681
0253,532927,巍山彝族回族自治县,2013,0.4814
0254,533423,维西傈僳族自治县,2013,0.7021
0255,532601,文山市,2013,0.5579
0256,530102,五华区,2013,0.526
0257,532329,武定县,2013,0.5215
0258,532623,西畴县,2013,0.6743
0259,530829,西盟佤族自治县,2013,0.6352
0260,530112,西山区,2013,0.5037
0261,533401,香格里拉市,2013,0.5426
0262,532923,祥云县,2013,0.4283
0263,530427,新平彝族傣族自治县,2013,0.579
0264,530381,宣威市,2013,0.6615
0265,530129,寻甸回族彝族自治县,2013,0.5847
0266,530623,盐津县,2013,0.8131
0267,532622,砚山县,2013,0.5134
0268,532922,漾濞彝族自治县,2013,0.6242
0269,532325,姚安县,2013,0.4872
0270,530125,宜良县,2013,0.5467
0271,530628,彝良县,2013,0.837
0272,530425,易门县,2013,0.4921
0273,533123,盈江县,2013,0.7367
0274,530923,永德县,2013,0.5788
0275,532928,永平县,2013,0.5932
0276,532327,永仁县,2013,0.4588
0277,530625,永善县,2013,0.7773
0278,530722,永胜县,2013,0.4687
0279,530721,玉龙纳西族自治县,2013,0.5977
0280,530428,元江哈尼族彝族傣族自治县,2013,0.6032
0281,532328,元谋县,2013,0.3455
0282,532528,元阳县,2013,0.7806
0283,532929,云龙县,2013,0.6591
0284,530922,云县,2013,0.5781
0285,530303,沾益区,2013,0.5624
0286,530602,昭阳区,2013,0.6975
0287,530924,镇康县,2013,0.6168
0288,530627,镇雄县,2013,0.8526
0289,530825,镇沅彝族哈尼族拉祜族自治县,2013,0.6522
0290,530181,安宁市,2014,0.5149
0291,532924,宾川县,2014,0.4504
0292,530927,沧源佤族自治县,2014,0.6254
0293,530524,昌宁县,2014,0.6039
0294,530114,呈贡区,2014,0.3815
0295,530481,澄江市,2014,0.4423
0296,532301,楚雄市,2014,0.4895
0297,530624,大关县,2014,0.8616
0298,532901,大理市,2014,0.4754
0299,532326,大姚县,2014,0.5173
0300,533422,德钦县,2014,0.5013
0301,530113,东川区,2014,0.5741
0302,530426,峨山彝族自治县,2014,0.539
0303,532930,洱源县,2014,0.5656
0304,530921,凤庆县,2014,0.6033
0305,533323,福贡县,2014,0.7711
0306,530124,富民县,2014,0.5217
0307,532628,富宁县,2014,0.7597
0308,530325,富源县,2014,0.6502
0309,532501,个旧市,2014,0.6223
0310,530926,耿马傣族佤族自治县,2014,0.6485
0311,533324,贡山独龙族怒族自治县,2014,0.6852
0312,530702,古城区,2014,0.5835
0313,530111,官渡区,2014,0.4434
0314,532627,广南县,2014,0.7221
0315,532532,河口瑶族自治县,2014,0.698
0316,532932,鹤庆县,2014,0.4861
0317,532529,红河县,2014,0.6684
0318,530402,红塔区,2014,0.5034
0319,530424,华宁县,2014,0.5076
0320,530723,华坪县,2014,0.5319
0321,530326,会泽县,2014,0.6041
0322,532524,建水县,2014,0.5407
0323,532931,剑川县,2014,0.5878
0324,530826,江城哈尼族彝族自治县,2014,0.7132
0325,530403,江川区,2014,0.3958
0326,532530,金平苗族瑶族傣族自治县,2014,0.7437
0327,530115,晋宁区,2014,0.4846
0328,530823,景东彝族自治县,2014,0.6353
0329,530824,景谷傣族彝族自治县,2014,0.5967
0330,532801,景洪市,2014,0.7337
0331,532502,开远市,2014,0.5357
0332,533325,兰坪白族普米族自治县,2014,0.663
0333,530828,澜沧拉祜族自治县,2014,0.5984
0334,533122,梁河县,2014,0.6331
0335,530902,临翔区,2014,0.618
0336,530523,龙陵县,2014,0.5617
0337,530502,隆阳区,2014,0.5365
0338,533124,陇川县,2014,0.6249
0339,533301,泸水市,2014,0.7088
0340,532527,泸西县,2014,0.4813
0341,530621,鲁甸县,2014,0.6676
0342,530322,陆良县,2014,0.4878
0343,532302,禄丰市,2014,0.5039
0344,530128,禄劝彝族苗族自治县,2014,0.5637
0345,530324,罗平县,2014,0.5257
0346,532531,绿春县,2014,0.7374
0347,532624,麻栗坡县,2014,0.6691
0348,532625,马关县,2014,0.6335
0349,530304,马龙区,2014,0.5429
0350,533103,芒市,2014,0.5634
0351,532503,蒙自市,2014,0.6053
0352,532822,勐海县,2014,0.6364
0353,532823,勐腊县,2014,0.8147
0354,530827,孟连傣族拉祜族佤族自治县,2014,0.6813
0355,532925,弥渡县,2014,0.4322
0356,532504,弥勒市,2014,0.5144
0357,530822,墨江哈尼族自治县,2014,0.6188
0358,532323,牟定县,2014,0.4156
0359,532324,南华县,2014,0.4734
0360,532926,南涧彝族自治县,2014,0.4729
0361,530821,宁洱哈尼族彝族自治县,2014,0.6421
0362,530724,宁蒗彝族自治县,2014,0.5719
